feature	diet_dairy	diet_meat	time_baseline	time_endpoint	n_embeddings	max_hits	predicted_class	avg_probability	21tdsqsa	7o4yga2v	8lofhbbf	ai9n4jxs	q2gzu1o3	qb4y98x0	wcksnlsg
P_LP.2139	3	4	6	1	7	6	time_baseline	0.7350206686664335	0.7390264345857334	0.9662507484111704	0.56773838829344	0.6199598763631755	0.4182268160142207	0.9055983787374826	0.9283440382598104
N_LP.1602	1	6	3	4	7	6	diet_meat	0.67126081719388	0.6131293454966187	0.7397534468525095	0.9048633714461848	0.6676880747444489	0.7954497142372129	0.8915118161042092	0.0864299514759757
N_AQ.238	1	6	3	4	7	6	diet_meat	0.7626934164800605	0.791694057182293	0.953396306919402	0.9986672963993064	0.4524418019199609	0.6584124238202178	0.7963867710326967	0.6878552580865468
N_AQ.236	6	1	4	3	7	6	diet_dairy	0.5489233292984648	0.5289283104064006	0.5079137689707036	0.089269980214762	0.5612713164154244	0.7919333707158267	0.5750270719580222	0.7881194864081137
N_AQ.960	2	5	6	1	7	6	time_baseline	0.6584199756302462	0.90320707667261	0.6430341094916256	0.5302700331492832	0.9841490449708692	0.6096171695202128	0.4313027577470412	0.5073596378600813
N_AQ.961	2	5	1	6	7	6	time_endpoint	0.8203265444482312	0.9870940424265884	0.8432534171938173	0.4345379871142136	0.9006956849248641	0.9215883674611302	0.9402485087125904	0.7148678033044137
N_AQ.973	5	2	1	6	7	6	time_endpoint	0.7084227901495755	0.9245817798197512	0.9976557609662428	0.5779400294618564	0.8573330318144747	0.7508150681457397	0.6147550211229829	0.2358788397159804
P_LP.2076	4	3	6	1	7	6	time_baseline	0.6568096635654105	0.4071585200670258	0.7618240787012401	0.6101641605188728	0.6613917302651768	0.6534695978365582	0.9915481219964208	0.5121114355725784
P_LP.2133	2	5	6	1	7	6	time_baseline	0.6938055115592044	0.4102909706688983	0.9996372503588408	0.6311446363320492	0.6120494401087069	0.6362103506008004	0.8343690086694835	0.7329369241756524
N_LP.161	1	6	5	2	7	6	diet_meat	0.6860449612049226	0.6410010094957616	0.7422272241237514	0.9970226776108893	0.2092223794504353	0.5945847419674255	0.6802016516018458	0.93805504418435
P_LP.2078	6	1	3	4	7	6	diet_dairy	0.6299530375806194	0.947994552648196	0.2731041225381293	0.5721324935176872	0.904005337382524	0.6013682555242145	0.5271503451064052	0.5839161563471802
N_AQ.234	1	6	3	4	7	6	diet_meat	0.6767184735254336	0.5815263005586528	0.6930191595346723	0.9912923192956168	0.6641323890233364	0.981494713597967	0.13291233676283	0.6926520959049599
P_LP.2080	6	1	3	4	7	6	diet_dairy	0.5748868317456622	0.87659967379747	0.5508177962712453	0.6091693829262914	0.625569359505745	0.125524531659964	0.5767728643191712	0.6597542137397487
P_LP.2132	1	6	4	3	7	6	diet_meat	0.690778340461006	0.7740535665830545	0.8277976244768499	0.9578185407814824	0.2271152582605257	0.816084579362982	0.5032737694625046	0.7293050442996425
P_LP.2131	2	5	6	1	7	6	time_baseline	0.7094718351764145	0.9008249453118196	0.7381230360786033	0.770669511227792	0.9826373784488744	0.6126982856792238	0.0295614090225905	0.9317882804659984
P_LP.2081	4	3	1	6	7	6	time_endpoint	0.6692807719108844	0.691975632451412	0.281668805296338	0.7760209724013147	0.8726526095661018	0.5699596701329991	0.7416524972214812	0.7510352163065448
N_LP.1607	3	4	6	1	7	6	time_baseline	0.6211552492166892	0.3245066493841906	0.6047892173383926	0.7405544869763989	0.5088554569632783	0.6799493256087371	0.5418422437381699	0.9475893645076572
P_LP.2082	5	2	6	1	7	6	time_baseline	0.7106347318841184	0.6807097782346542	0.9941955487451593	0.522386665381056	0.876744859994755	0.5517371656143658	0.9095976521811796	0.4390714530376587
P_LP.2085	1	6	2	5	7	6	diet_meat	0.6460739331555944	0.0372539487191133	0.6887246865009694	0.9996584277612915	0.694439060005775	0.5862905320373775	0.7737285392368046	0.742422337827829
P_LP.2178	3	4	6	1	7	6	time_baseline	0.6411662899561913	0.1882454427006479	0.9276131186174396	0.5166185424658594	0.503203548896545	0.7198030646770652	0.738573906017769	0.8941064063180124
P_LP.2036	2	5	6	1	7	6	time_baseline	0.7163877536074569	0.8758395759865601	0.7575790816670865	0.8009826725093738	0.950439689908892	0.7911824872332278	0.7389852562210293	0.0997055117260281
N_LP.1729	4	3	6	1	7	6	time_baseline	0.6399880494907781	0.9497283027103466	0.9092718534309951	0.8006195220973641	0.5061382624317461	0.7253226651916707	0.0371520870711983	0.5516836535021254
P_LP.1992	1	6	2	5	7	6	diet_meat	0.6323868751973045	0.0183332518400813	0.6651736567923991	0.9951475163337252	0.8290969368398453	0.6745313325057073	0.628217025903623	0.6162084061657509
N_AQ.19	6	1	4	3	7	6	diet_dairy	0.680671784827565	0.9593728802134416	0.5622790138894314	0.1375943457757219	0.6463674692633483	0.7847544307056427	0.7436090687317258	0.9307252852136432
P_LP.1996	3	4	1	6	7	6	time_endpoint	0.692848641436017	0.7013627216184459	0.9933308190264772	0.7359390413013326	0.7425383763375495	0.501373948914554	0.9666790662021694	0.2087165166515907
N_AQ.102	4	3	1	6	7	6	time_endpoint	0.790401335922062	0.8751107089367925	0.9974059175464118	0.7779864233007378	0.8895798965936562	0.7404920567468672	0.9204681468631338	0.3317662014668339
P_LP.1997	4	3	6	1	7	6	time_baseline	0.7356385093858648	0.9116602066762544	0.9244953341860253	0.657333166490907	0.9553680737351252	0.5305406867856869	0.7574947641537059	0.4125773336733492
P_LP.2237	1	6	6	1	7	6	diet_meat	0.6762667495746243	0.1726900115460987	0.7276921030015462	0.9876987222883312	0.650635187646173	0.7156967320884575	0.8233449944668987	0.6561094959848642
N_LP.1715	4	3	6	1	7	6	time_baseline	0.5797135239110135	0.5835191694181475	0.9108783307257456	0.6066589124826872	0.1100973549447441	0.5703094693744842	0.6661474932949311	0.610383937136355
N_LP.1523	5	2	6	1	7	6	time_baseline	0.7081188277718097	0.6130602808826467	0.9437424194006933	0.707689385373822	0.9759543639239692	0.7225434240403517	0.3671422002943035	0.6266997204868812
P_LP.1998	5	2	1	6	7	6	time_endpoint	0.7489708864626241	0.9233283773358752	0.7376707436428954	0.7546924535009635	0.972220148034527	0.8504885213031355	0.9043154586734442	0.1000805027475272
N_LP.1524	4	3	6	1	7	6	time_baseline	0.7117421807274462	0.9840519954076205	0.7873606957774706	0.7291349680879309	0.8292626035921499	0.7144886345030395	0.3373790355112659	0.6005173322126455
P_LP.2234	2	5	6	1	7	6	time_baseline	0.6636337822210792	0.7857273614975595	0.753315223185329	0.6453515630581028	0.988132478702884	0.6128515955343538	0.203423841724854	0.6566344118444715
N_LP.1527	3	4	1	6	7	6	time_endpoint	0.6724207429271241	0.8722820322708466	0.5309446687866379	0.5370865969236447	0.7704390749716967	0.4969612935967397	0.6087736066475751	0.8904579272927273
P_LP.2233	4	3	1	6	7	6	time_endpoint	0.8351145681393746	0.998823568975334	0.9981733955501504	0.4462650206889799	0.7128201806896539	0.7544531618789431	0.9384467811691786	0.9968198680233814
N_LP.1534	3	4	6	1	7	6	time_baseline	0.7033368127798515	0.8588878796795264	0.3824078819746918	0.795266184211254	0.8525226911977044	0.811878432769114	0.5317837873503697	0.690610832276301
P_LP.2230	3	4	6	1	7	6	time_baseline	0.756990308805218	0.9886732537453796	0.6100013443277819	0.7724071817760456	0.9311607345024648	0.909082261557876	0.9940564124728752	0.0935509732541038
N_AQ.1004	1	6	6	1	7	6	diet_meat	0.6768725602325031	0.2435008207018077	0.6895799701408618	0.9390323281849664	0.5155355502768119	0.8225551083924515	0.8599088693884902	0.6679952745421318
P_LP.2001	6	1	2	5	7	6	diet_dairy	0.6696887877582162	0.9541086484563231	0.5107837778232505	0.0180645532212981	0.9188475979035908	0.7246241209872437	0.5647406162544055	0.9966521996614016
N_LP.171	4	3	1	6	7	6	time_endpoint	0.7509534650094446	0.3843198738265025	0.9934424992194708	0.5042972329889844	0.9673528224878036	0.7905445280521468	0.8482551836477915	0.7684621148434136
N_LP.1709	3	4	6	1	7	6	time_baseline	0.6031613092104207	0.5680325299379836	0.8940544350198936	0.6296601482456141	0.5994180067329787	0.8219685839360658	0.0802715173821768	0.6287239432182323
N_LP.1539	3	4	6	1	7	6	time_baseline	0.7041814580383043	0.9620580592540589	0.9378002857668511	0.8775603187613753	0.8679754353833574	0.5205803842277359	0.0102573514361724	0.7530383714385784
P_LP.2003	1	6	6	1	7	6	diet_meat	0.6600247837554073	0.1850563902772612	0.7661463767292583	0.9924227916138416	0.5838790734200171	0.6592788721953033	0.5726026261834186	0.8607873558687504
N_AQ.194	1	6	1	6	7	6	diet_meat	0.6615728731095228	0.0929563086758587	0.771348267768474	0.998926377358909	0.6064048117150864	0.8011140661413312	0.61387265304601	0.7463876270609904
P_LP.1994	1	6	5	2	7	6	diet_meat	0.6498950769599217	0.5517474881189967	0.6764313451887223	0.9814845654388992	0.6186143618240746	0.8573381894149222	0.8023191223087525	0.061330466425083
P_LP.2242	2	5	1	6	7	6	time_endpoint	0.6434832426399629	0.8642673034513052	0.0117044312062843	0.7070646490820097	0.6649695753928966	0.5578774974334176	0.9841250128160476	0.7143742290977794
N_LP.1680	3	4	6	1	7	6	time_baseline	0.6003846100084989	0.7662430959670421	0.5233687796406468	0.5958594258135455	0.1767008963865434	0.6348829783011185	0.8599039996468167	0.6457330943037789
N_LP.1514	5	2	6	1	7	6	time_baseline	0.5951017284882782	0.7081077411217618	0.5330690771919695	0.5263626791286563	0.6587624709879509	0.7503387884783455	0.0280866288165512	0.9609847136927128
N_AQ.183	3	4	1	6	7	6	time_endpoint	0.6830872309495317	0.8736326977134038	0.9659080264370464	0.740815378156754	0.2078310601434299	0.503377551522571	0.8397265318322995	0.6503193708412172
P_LP.2256	3	4	1	6	7	6	time_endpoint	0.6640576921880967	0.2531593678321394	0.6876302590927978	0.5449946640429351	0.7631693240151141	0.5197445824031224	0.9909872481077626	0.8887183998228063
P_LP.1983	1	6	4	3	7	6	diet_meat	0.6822943886154321	0.2228264003735736	0.6828144995256117	0.9561961250081492	0.6165482973187038	0.84225630730915	0.6900527684294177	0.7653663223434187
P_LP.2254	3	4	6	1	7	6	time_baseline	0.714530749304226	0.8148062028385288	0.912047086916192	0.7519526744519858	0.2083268504213467	0.7030278490148625	0.9195269848152504	0.6920275966714158
N_LP.1725	2	5	1	6	7	6	time_endpoint	0.6319969519810924	0.8066672478095903	0.996504931693444	0.5379521799724573	0.6063852759074423	0.5487619382590496	0.0553007478072708	0.8724063424183939
N_AQ.1053	2	5	6	1	7	6	time_baseline	0.7455377544352058	0.963880233040479	0.9916281140306008	0.6269486188922633	0.8705246216819456	0.2272494235533362	0.935183369685092	0.6033499001627238
N_AQ.1047	3	4	6	1	7	6	time_baseline	0.7852159547803037	0.9697579973825272	0.9631853739903824	0.8720719928792818	0.9731466374206396	0.1032638543599652	0.9616440938710612	0.6534417335582683
P_LP.1985	4	3	6	1	7	6	time_baseline	0.7773215534494818	0.8119730042772593	0.9928439075016224	0.6550878580312461	0.7280821261623639	0.3971557350776059	0.9624602066930676	0.8936480364032079
P_LP.2252	1	6	5	2	7	6	diet_meat	0.7617574216992471	0.724499560284765	0.7411056934919791	0.9839453536551716	0.6992870430020429	0.4698482717646579	0.8558612435720534	0.8577547861240602
P_LP.1988	3	4	1	6	7	6	time_endpoint	0.7219596624714487	0.5454497064287268	0.8178088691327282	0.5481196589781501	0.8950403656420545	0.3133022539845508	0.974658552650264	0.9593382304836668
P_LP.1990	3	4	6	1	7	6	time_baseline	0.7129631904113516	0.3137981636178917	0.9919571125864548	0.7733799670741812	0.6623438117371694	0.5243742887017283	0.9369747946603608	0.7879141945016748
N_AQ.186	4	3	1	6	7	6	time_endpoint	0.7977290148767201	0.927022466044132	0.983752291617836	0.3580878472292291	0.8746938493905151	0.9133132055564032	0.7571972912103764	0.7700361530885494
N_LP.1508	1	6	6	1	7	6	diet_meat	0.7147238754109807	0.925414980292499	0.6740329346045385	0.99905642674003	0.5890317651464135	0.967053208475934	0.1389719084360201	0.7095059041814293
N_AQ.1041	3	4	6	1	7	6	time_baseline	0.7199127170816704	0.9438399577407532	0.9994445811814094	0.7019311581086577	0.8949694715263102	0.6428129816324359	0.2556625499481917	0.6007283194339336
P_LP.2249	1	6	4	3	7	6	diet_meat	0.7304465045041864	0.8725774572766019	0.7373037248788363	0.9955468071565364	0.6749091685302409	0.7377274964282181	0.7474559432150509	0.3476049340438187
N_LP.1510	4	3	6	1	7	6	time_baseline	0.7260695594324516	0.9829704199287634	0.890455962703876	0.6572989165011217	0.8788003686843514	0.4498980251150942	0.5332452835781314	0.6898179395158233
P_LP.1991	2	5	6	1	7	6	time_baseline	0.6566596919920208	0.8324208855300093	0.6094370667883116	0.6876112067531848	0.9251754632386118	0.6404313451445808	0.0036249774278079	0.8979168990616394
P_LP.2246	1	6	6	1	7	6	diet_meat	0.7993889084731431	0.4527321011490294	0.7169630636648942	0.9946536000310902	0.7651754801122165	0.912786917197488	0.8403591244620301	0.913052072695254
P_LP.2245	4	3	6	1	7	6	time_baseline	0.6943256328144406	0.0661590789841745	0.9915693794352036	0.5338059880290087	0.6999336045862001	0.859109134640208	0.9984818660868062	0.7112203779394833
N_LP.172	3	4	6	1	7	6	time_baseline	0.680035696744785	0.5707764549562035	0.7981804060102216	0.7297915941695833	0.8212385027466133	0.7594413323423422	0.3068483585166599	0.7739732284718717
P_LP.2244	4	3	6	1	7	6	time_baseline	0.6564089230501684	0.5333862827647007	0.7878855610570604	0.6863918076236475	0.9519511036150636	0.6717631903993356	0.6314804074863742	0.3320041084049963
P_LP.2005	1	6	3	4	7	6	diet_meat	0.7142574906127642	0.2016832423454588	0.6792300895888976	0.9846610580590092	0.7798490108124873	0.7026718028008018	0.8571778745742821	0.7945293561084117
N_LP.154	1	6	4	3	7	6	diet_meat	0.7076372986411307	0.1226269375993116	0.7975320211999113	0.9950418476566798	0.6735837561095146	0.7883012644424905	0.8408093959430079	0.7355658675369994
P_LP.2219	1	6	6	1	7	6	diet_meat	0.6778822649140402	0.8961051114470872	0.6603493800686359	0.9998779890681652	0.6897012779881635	0.8309698709027181	0.5793787710699638	0.0887934538535482
N_LP.1706	1	6	4	3	7	6	diet_meat	0.6819751339455605	0.7891408129466458	0.5177447975195646	0.9959598550259756	0.3980859360201024	0.6205719656898593	0.6983732926997563	0.7539492777170193
N_AQ.247	4	3	6	1	7	6	time_baseline	0.6544778961831325	0.9742290428929676	0.0441777370135377	0.6358275615640827	0.6939432985489609	0.6070551343228059	0.9756677421359234	0.6504447568036493
N_AQ.2	2	5	6	1	7	6	time_baseline	0.6590980617821213	0.8529919387077481	0.8949507054069972	0.5953842642992068	0.6108025285973022	0.7438909006124006	0.0708331883880465	0.8448329064631486
P_LP.2192	6	1	3	4	7	6	diet_dairy	0.7803052887555941	0.9588217728438936	0.5117959653398804	0.9712402031681384	0.9287092405671092	0.8322745196809476	0.8425976283745269	0.4166976913146628
P_LP.2025	3	4	6	1	7	6	time_baseline	0.7538512360377875	0.2548664014346075	0.9825937497269708	0.7191196124519972	0.955582186201532	0.7420177998848587	0.6983175838397435	0.9244613187248027
N_LP.1692	4	3	6	1	7	6	time_baseline	0.6427946423810104	0.9537329429421532	0.7931469188534708	0.5805118490780565	0.5970643678839427	0.8957559470287532	0.1106334159250225	0.5687170549556745
N_AQ.246	3	4	1	6	7	6	time_endpoint	0.6919810028748954	0.8650433136149149	0.9894841355563332	0.6164547142080581	0.2091381020582005	0.8110206126391768	0.7319120341660688	0.6208141078815155
N_AQ.20	1	6	5	2	7	6	diet_meat	0.7043329375518602	0.6032587659829376	0.6873978938898007	0.9764542358343504	0.27321789237921	0.8815302027368604	0.9251361022209088	0.5833354698189533
P_LP.219	3	4	1	6	7	6	time_endpoint	0.6885554662816512	0.9235015247976476	0.9980730732315352	0.5770125689959109	0.6628650789808587	0.2406776704174481	0.7980335034400875	0.6197248441080702
N_AQ.995	1	6	5	2	7	6	diet_meat	0.6878276461376517	0.5810930220518061	0.7720554370960986	0.999476399253631	0.584848875305604	0.2434481939306339	0.9412771216298016	0.6925944736959874
N_LP.169	2	5	1	6	7	6	time_endpoint	0.6861301414118138	0.9456645835120396	0.9894337399768106	0.6995899924747288	0.2668999015597352	0.586409236845217	0.7232600036467487	0.591653531867417
P_LP.2029	1	6	6	1	7	6	diet_meat	0.7744953567420827	0.5734944400561756	0.7114112569499288	0.9836445585780678	0.9231973990900874	0.8416685652392228	0.9521253175125926	0.4359259597685039
P_LP.2186	1	6	4	3	7	6	diet_meat	0.5397124135697571	0.0540726102867328	0.5737554872636565	0.731985271829	0.5110804971565029	0.6936299544200164	0.5238743584491442	0.6895887155832469
N_AQ.992	3	4	6	1	7	6	time_baseline	0.6257587897973595	0.8167701263738774	0.5524389795754562	0.7291309725987105	0.9004856022439207	0.5163308674346088	0.0879972285293642	0.777157751825579
P_LP.2030	2	5	6	1	7	6	time_baseline	0.7878727284470983	0.9703966971133356	0.9826658881633752	0.6578827407699399	0.9157296199284584	0.8433298081513045	0.2911246659507555	0.8539796790525187
N_LP.1685	3	4	6	1	7	6	time_baseline	0.6626211156607339	0.5883670908454609	0.9994078745550652	0.7753765825601406	0.6048238119039979	0.2263455168801748	0.7513865913738497	0.6926403415064477
N_AQ.204	4	3	6	1	7	6	time_baseline	0.720309188375066	0.6832326223301011	0.5830342021222616	0.7438480008282806	0.97201285544315	0.361601066470139	0.9089425964420158	0.789492974989513
N_LP.1562	6	1	1	6	7	6	diet_dairy	0.5695539142488805	0.5142699064922001	0.277569556385104	0.7533117646232396	0.5802251871104313	0.7450438954319423	0.6024276074318637	0.5140294822673831
N_LP.1682	6	1	5	2	7	6	diet_dairy	0.5895593633838476	0.7223967592041449	0.5546192245246946	0.0016022637109581	0.5886106523254786	0.8414276817183751	0.8080384821284902	0.6102204800747918
P_LP.2183	5	2	1	6	7	6	time_endpoint	0.6477744580563971	0.3553781605033129	0.8520400231663843	0.6161097815660802	0.5993295041676534	0.821698057990742	0.6892095290855073	0.600656149915099
P_LP.2034	6	1	1	6	7	6	diet_dairy	0.6327728574020749	0.9475758486899938	0.5070433124521512	0.153340624466459	0.6825116814900882	0.861081816130615	0.6882577283975408	0.5895989901876767
N_AQ.990	1	6	4	3	7	6	diet_meat	0.6894083739990678	0.750784941064118	0.7918821161103784	0.9252161482074208	0.5234771318392384	0.8631974190341469	0.5397131382524039	0.431587723485769
N_LP.1693	1	6	5	2	7	6	diet_meat	0.6035223111523959	0.4451263858078194	0.7524374424119377	0.6096583238282532	0.5299527946453431	0.6421309167186705	0.5098845186745063	0.7354657959802404
N_LP.1695	4	3	6	1	7	6	time_baseline	0.6740865653415168	0.9679365902045652	0.9756725527854572	0.5199129748864313	0.8453530272330974	0.5016299938382749	0.220513795003448	0.6875870234393437
N_LP.1696	1	6	3	4	7	6	diet_meat	0.7147083742047944	0.5901916448064243	0.8054126662537279	0.9839694578062728	0.6900710228535989	0.5876524333292863	0.9497426032256456	0.3959187911586047
P_LP.2204	3	4	1	6	7	6	time_endpoint	0.6989385393439506	0.9376770669222482	0.9311981991931828	0.6490566908785124	0.827081649736949	0.5579672944790637	0.1357913738758662	0.8537975003218312
N_LP.1541	2	5	1	6	7	6	time_endpoint	0.7054592158680857	0.9964011436626584	0.5074292937090261	0.5876403194537981	0.839726003290659	0.4050082099655371	0.9049551217580308	0.6970544192368912
P_LP.2007	4	3	6	1	7	6	time_baseline	0.7108891353396964	0.8593877668656578	0.8698956105648693	0.6148296133765088	0.902121937138874	0.5065745445703219	0.3630460206122803	0.860368454249363
P_LP.2009	1	6	4	3	7	6	diet_meat	0.6884727457161003	0.5457568618207623	0.6581192632827841	0.9994740718849824	0.8121319555912685	0.4800891104522077	0.807289904504791	0.516448052475906
N_AQ.196	3	4	6	1	7	6	time_baseline	0.6724383433288548	0.8253844847398943	0.9709463043726864	0.6104703799434608	0.97272109225465	0.6093874780542025	0.2166124371101293	0.5015462268269605
N_LP.1703	4	3	6	1	7	6	time_baseline	0.767691309432269	0.8407595305893698	0.9978505813617212	0.7681537845191347	0.9562073406338548	0.7829890710125356	0.4070196147806022	0.6208592431286638
P_LP.2210	2	5	1	6	7	6	time_endpoint	0.8077633915135818	0.92197873312015	0.9976147310159847	0.3651729952821212	0.8464510885852848	0.7833064137488186	0.9675031399831744	0.7723166388595383
P_LP.221	4	3	1	6	7	6	time_endpoint	0.7518950673404056	0.7286111114187751	0.6801035170101482	0.4636333235356863	0.9653832763880826	0.708831733993063	0.8314973074964217	0.8852052015406612
N_LP.1548	3	4	1	6	7	6	time_endpoint	0.8157919600212199	0.9359761073338384	0.998229519941335	0.63358738466627	0.95569205089674	0.8213096084358865	0.4144392276034958	0.9513098212709736
P_LP.2206	1	6	5	2	7	6	diet_meat	0.6751584160697187	0.6881763120215139	0.6827510256289746	0.959671674552342	0.0784374303523453	0.7407479151067369	0.969842487244156	0.6064820675819622
P_LP.2014	4	3	6	1	7	6	time_baseline	0.831868559876999	0.9506157266886855	0.9818318325966336	0.769400266248233	0.8004183931827742	0.3896239504234443	0.9738627648613588	0.957326985137864
P_LP.2020	2	5	6	1	7	6	time_baseline	0.7691649973241079	0.8568380105377679	0.9592545503379932	0.6637689554903257	0.9875616811793848	0.7839643305345827	0.8499190524933382	0.2828484006953629
N_LP.155	1	6	4	3	7	6	diet_meat	0.7072746015744743	0.6634664855447194	0.5703752552193577	0.9734469898634256	0.1412921912830411	0.9224154218749496	0.8863451254986674	0.7935807417371594
N_AQ.199	5	2	1	6	7	6	time_endpoint	0.6864362718164695	0.5776892735610778	0.0021965316799392	0.7791165332492098	0.9385185264951176	0.8408260615471145	0.7736893710394334	0.8930176051433945
P_LP.220	4	3	6	1	7	6	time_baseline	0.7987849108976218	0.9542495720729433	0.8783479398870083	0.5483257688319629	0.950305899995941	0.4322618242851682	0.9667900256108242	0.8612133455995049
N_AQ.25	5	2	1	6	7	6	time_endpoint	0.7906822607364735	0.9587068732716516	0.9209382968176836	0.3406647762329037	0.7599004898248914	0.7946354498295838	0.9491442674076	0.8107856717710006
N_LP.170	4	3	6	1	7	6	time_baseline	0.7330132727129747	0.9985457959110956	0.9997916075141564	0.8017670154650386	0.9891259516401092	0.7924978054276048	0.0331931225402324	0.5161716104925863
P_LP.2199	3	4	6	1	7	6	time_baseline	0.684861270192091	0.8105553119092774	0.6844326744990944	0.65672330480039	0.7579658563063422	0.6221731324771635	0.8620739222434027	0.4001046891089667
N_LP.1551	5	2	6	1	7	6	time_baseline	0.7356422507306534	0.9863933154144748	0.9676802155783488	0.6349515078866905	0.6542759194237394	0.7975395856454168	0.8313356289504337	0.2773195822154695
N_LP.1698	4	3	1	6	7	6	time_endpoint	0.7237565540908744	0.2375562344583941	0.8806875208695766	0.5530094646523126	0.9290651671307828	0.6831151043798968	0.9928053039492716	0.7900570831958859
P_LP.2195	2	5	6	1	7	6	time_baseline	0.608596134361486	0.8450184170984979	0.7537299047547794	0.5918444570374166	0.6657798116471518	0.8093299949763073	0.0887286641120187	0.5057416909042298
P_LP.1880	3	4	1	6	7	6	time_endpoint	0.7717448783170558	0.830046084756818	0.8969619786870563	0.564559074669427	0.8867100636270415	0.8241094839779293	0.943688971473266	0.4561384910278522
P_LP.2424	2	5	6	1	7	6	time_baseline	0.813167653597665	0.944811401010991	0.9994617812330072	0.859269699319588	0.9897228925968984	0.6914966244776277	0.9554837161378013	0.2519274604077407
N_AQ.1530	1	6	3	4	7	6	diet_meat	0.6473088712646019	0.5763165606371843	0.5020210709183419	0.9916060703808746	0.732430933204722	0.2801694492288915	0.592292224981928	0.8563257895002714
N_LP.1146	3	4	6	1	7	6	time_baseline	0.764414571733395	0.9709149731163398	0.9256675327818612	0.7485978400606246	0.9576426188249224	0.1270425514922603	0.9977457256055672	0.6232907602521894
P_LP.2662	1	6	4	3	7	6	diet_meat	0.7313413307665699	0.7294982107750667	0.8644678492965684	0.9991934497966568	0.6001697634790883	0.3784529621363485	0.9434471663063352	0.6041599135759252
P_LP.2661	1	6	6	1	7	6	diet_meat	0.7075737597427053	0.7066917753666647	0.7538864643364888	0.2797931730875542	0.7367948026661627	0.9435831305196938	0.8818080859244553	0.650458886297917
P_LP.2660	2	5	6	1	7	6	time_baseline	0.7341253797918129	0.9475623849635496	0.99556874808604	0.7491550869330168	0.8476169974445619	0.3168423981794994	0.6437044122825465	0.638427630653476
N_LP.1149	1	6	6	1	7	6	diet_meat	0.7675709037595537	0.8364794453896879	0.5965924842216055	0.9766312467425134	0.2907702041254303	0.9644241715807856	0.9080767471221162	0.8000220271347369
P_LP.1726	3	4	6	1	7	6	time_baseline	0.8074022762984365	0.9832250165756168	0.997612278580858	0.7910091758594369	0.9345472828431094	0.8853176057946316	0.195767534533507	0.8643370399018959
N_AQ.32	4	3	1	6	7	6	time_endpoint	0.6487244167968812	0.7432721022841547	0.8871600541014357	0.6494574093827099	0.704436181334234	0.5218504103885016	0.974997503426718	0.059897256660414
P_LP.1728	1	6	5	2	7	6	diet_meat	0.6170167557176219	0.595009527411309	0.6000583865281488	0.7815290613313259	0.2641743384661458	0.69614118601781	0.5086087152650378	0.8735960750035763
N_AQ.878	3	4	6	1	7	6	time_baseline	0.6971088622496311	0.9030972464285134	0.9642995004456332	0.7979112140228088	0.6620433671624582	0.6015835838794539	0.225626411067939	0.7252007127406114
N_AQ.671	2	5	6	1	7	6	time_baseline	0.7782975669553803	0.7766488904872688	0.9963398570301748	0.8389998737810038	0.7379023721396154	0.9210462023517022	0.8280042061102788	0.3491415667876184
N_AQ.1457	1	6	4	3	7	6	diet_meat	0.6822226519420302	0.85811291930587	0.7834950724343117	0.8833515637706683	0.6337436805844674	0.638011414877767	0.904764501871992	0.0740794107491358
P_LP.2657	4	3	6	1	7	6	time_baseline	0.7592523170986081	0.9487520210516702	0.9523827262679968	0.7318794134956423	0.9573175375497828	0.6667021955668855	0.8145534760266756	0.2431788497316037
P_LP.2656	5	2	1	6	7	6	time_endpoint	0.6643211130658148	0.7751876660558147	0.2340160744472253	0.5266098326736922	0.8820819995602479	0.551970525359923	0.9330905732944068	0.7472911200693934
P_LP.2653	1	6	6	1	7	6	diet_meat	0.7305001463789137	0.6736758775870237	0.8048858906630375	0.9922861285038472	0.8409460611284951	0.4880266159225676	0.7793372593032488	0.5343431915441755
P_LP.2652	6	1	4	3	7	6	diet_dairy	0.7309141149605475	0.9428187551990204	0.5865377326449837	0.8193996904594126	0.8662173069216726	0.2954388030204861	0.7061537679334864	0.8998327485447708
N_AQ.641	4	3	6	1	7	6	time_baseline	0.730067082866708	0.8160571442055449	0.9197043230686096	0.7020835523368814	0.9199525511131106	0.5431795066307459	0.936532511846316	0.2729599908657473
P_LP.1731	1	6	6	1	7	6	diet_meat	0.6576897404277962	0.5457818275873016	0.5805848898318366	0.9992071407348132	0.6723505198537666	0.6715669707757179	0.7636734349277834	0.3706633992833547
N_AQ.592	4	3	1	6	7	6	time_endpoint	0.6172531065267758	0.8461046990879179	0.4103276951381147	0.6275138149411675	0.5836168545736	0.5031624911856812	0.7671811715396682	0.5828650192212812
P_LP.2650	4	3	1	6	7	6	time_endpoint	0.758671096382442	0.998333429654931	0.9899663205100993	0.7467734790594277	0.8932094771999135	0.1747225950763393	0.9838651095759844	0.5238272636003989
P_LP.265	1	6	3	4	7	6	diet_meat	0.7012674669143781	0.2335602496269524	0.7983026793936409	0.9966070514123692	0.7615897145801941	0.6935705806429572	0.542126759309609	0.8831152334349249
P_LP.2647	1	6	1	6	7	6	diet_meat	0.6024749693382984	0.5279517986529318	0.5798263230499429	0.9671447635707756	0.558254278707833	0.4463016813671806	0.5914334765412238	0.5464124634782013
